LATITUDE,LONGITUDE,TOTAL__G_KM_
35.42,-139.39,7172.64
35.46,-138.78,6092.02
30.25,-156.6,3073.13
30.51,-156.32,12402.44
32.03,-154.38,48846.15
33.05,-151.57,234435.64
34.25,-149.0,177134.99
35.63,-146.83,308741.06
36.78,-144.82,134846.88
38.57,-142.18,39544.12
21.9,-157.8,0.0
24.91,-157.43,0.0
24.02,-157.69,448.77
27.73,-157.12,1735.32
26.89,-157.16,460.14
30.4,-157.08,0.0
29.67,-157.13,782.41
32.51,-156.49,1993.38
31.88,-156.77,33003.05
33.8,-155.55,1260.53
34.31,-155.33,5593.77
35.63,-154.14,520.94
36.19,-153.26,24315.54
37.69,-150.3,1013.17
37.18,-151.17,11304.63
39.72,-147.57,30740.78
39.16,-148.25,1694.62
41.22,-146.61,24682.9
41.67,-146.33,3900.68
5.62,83.0,0.0
5.66,83.32,0.0
5.9,85.04,1154.4
6.19,87.27,11589.36
6.17,87.01,0.0
5.95,85.53,5787.64
5.92,85.26,1951.57
6.45,89.09,0.0
6.2,87.37,407.69
6.49,92.05,464.65
6.61,90.77,2370.14
6.63,90.6,15762.43
6.51,92.35,11837.28
6.5,92.28,29085.88
6.66,93.96,0.0
6.63,93.86,0.0
-32.86,-72.72,2934.21
-32.8,-73.7,0.0
-32.5,-77.45,0.0
-32.38,-78.58,0.0
-32.3,-79.29,0.0
-31.91,-82.89,0.0
-31.77,-84.17,0.0
-31.64,-85.33,0.0
-31.2,-88.65,0.0
-31.04,-89.52,0.0
-30.8,-90.9,669.31
-30.02,-94.44,479.7
-29.75,-95.58,0.0
-29.49,-96.58,197.89
-28.57,-99.84,4541.06
-28.18,-101.09,6189.05
-27.85,-102.14,2249.58
-26.48,-105.43,3013.17
-26.63,-106.52,323.0
-27.43,-108.86,3654.02
-27.69,-108.0,3372.3
-28.71,-104.6,2531.53
-29.0,-103.55,3901.18
-29.19,-102.8,3290.61
-30.04,-99.34,516.8
-30.31,-98.17,656.86
-30.48,-97.3,704.72
-31.09,-94.22,0.0
-31.33,-92.97,468.78
-31.45,-92.17,586.29
-32.0,-88.49,0.0
-32.18,-87.3,0.0
-32.28,-86.4,0.0
-32.69,-82.33,0.0
-32.81,-81.18,0.0
-32.84,-80.28,0.0
-32.98,-77.07,0.0
-33.04,-75.78,0.0
-33.01,-72.04,137.48
36.05,-33.93,116.21
35.21,-33.92,7.09
34.45,-34.49,436.15
33.79,-35.14,2486.49
33.42,-35.09,162.62
32.63,-36.41,576.8
31.81,-36.88,122.58
30.93,-37.06,142.43
30.07,-37.1,161.2
29.14,-37.23,64.63
28.31,-37.4,169.0
27.41,-37.4,2336.62
26.51,-37.36,94.24000000000001
25.58,-37.25,53.85
26.33,-37.72,150.93
27.2,-38.13,1205.34
28.16,-38.52,289.46000000000004
28.96,-38.84,154.82
29.8,-39.31,10508.6
30.61,-39.65,189.55
31.39,-40.08,186.70999999999998
32.19,-40.65,141.35
33.0,-41.29,424.80999999999995
32.2,-41.61,768.47
31.38,-41.76,295.83000000000004
30.52,-42.09,4262.96
29.7,-42.48,50.3
28.85,-42.59,55.97
28.02,-42.83,150.56
27.12,-42.96,212.57
26.26,-43.14,154.12
26.85,-43.77,115.49
27.58,-44.34,6565.57
28.33,-44.98,5659.960000000001
29.04,-45.48,281.65
29.73,-46.04,169.67000000000002
30.55,-46.66,230.28999999999996
31.27,-47.18,825.8599999999999
32.06,-47.69,351.47
33.16,-48.27,0.0
-39.31,163.59,0.0
-39.32,163.57,0.0
-39.32,163.56,0.0
-39.96,160.42,0.0
-40.05,160.1,0.0
-40.06,160.1,0.0
-40.64,155.88,0.0
-40.64,155.87,0.0
-40.62,155.92,0.0
-41.14,152.28,0.0
-41.14,152.26,0.0
-41.14,152.25,0.0
-43.58,145.8,0.0
-43.57,145.79,0.0
-43.56,145.78,0.0
-41.92,144.54,0.0
-41.92,144.54,0.0
-41.92,144.54,0.0
-39.04,142.41,0.0
-39.04,142.4,0.0
-39.03,142.39,0.0
-37.89,139.82,0.0
-37.88,139.82,0.0
-37.87,139.81,0.0
-36.05,135.69,0.0
-36.05,135.69,0.0
-36.04,135.68,0.0
-35.48,132.18,0.0
-35.48,132.16,0.0
-35.48,132.15,0.0
-35.07,127.26,0.0
-35.07,127.24,0.0
-35.07,127.23,0.0
-34.6,121.82,0.0
-34.61,121.81,0.0
-34.61,121.8,0.0
-35.32,118.62,0.0
-35.32,118.61,0.0
-35.32,118.61,0.0
-33.12,114.48,0.0
-33.12,114.46,0.0
-33.12,114.44,0.0
-41.9,148.46,0.0
-41.88,148.49,0.0
-41.87,148.51,0.0
-39.65,148.88,0.0
-39.65,148.87,0.0
-39.63,148.86,0.0
-37.64,150.4,0.0
-37.62,150.4,0.0
-37.61,150.4,0.0
-35.4,150.84,0.0
-35.39,150.85,0.0
-35.38,150.85,0.0
-33.88,152.01,0.0
-33.87,152.01,0.0
-33.87,152.02,0.0
-33.17,152.7,0.0
-33.16,152.7,0.0
-33.16,152.71,0.0
-31.03,153.37,0.0
-31.04,153.36,0.0
-31.04,153.36,0.0
-28.34,153.92,0.0
-28.34,153.92,0.0
-28.34,153.92,0.0
-26.73,153.38,0.0
-26.72,153.38,0.0
-26.7,153.38,0.0
-24.91,155.21,0.0
-24.92,155.2,0.0
-24.94,155.18,0.0
-23.87,162.35,0.0
-23.87,162.37,0.0
-23.86,162.38,0.0
-23.21,166.63,0.0
-23.21,166.64,0.0
-23.21,166.66,0.0
-21.77,170.63,0.0
-21.76,170.64,0.0
-21.75,170.66,0.0
-18.57,176.5,0.0
-18.58,176.49,0.0
-18.59,176.48,0.0
-19.98,174.99,0.0
-19.99,174.98,0.0
-20.0,174.97,0.0
-21.28,173.58,0.0
-21.29,173.56,0.0
-21.3,173.56,0.0
-22.6,172.1,0.0
-22.6,172.09,0.0
-22.61,172.08,0.0
-23.75,170.53,0.0
-23.76,170.52,0.0
-23.77,170.51,0.0
-25.08,168.71,0.0
-25.08,168.69,0.0
-25.09,168.68,0.0
-26.29,167.01,0.0
-26.3,167.0,0.0
-26.3,166.98,0.0
-27.53,165.19,0.0
-27.54,165.18,0.0
-27.56,165.18,0.0
-35.65,155.07,0.0
-35.66,155.06,0.0
-35.67,155.05,0.0
-37.38,153.54,0.0
-37.39,153.53,0.0
-37.41,153.51,0.0
-42.29,148.97,0.0
-42.3,148.96,0.0
-42.31,148.95,0.0
-42.83,148.45,0.0
-42.84,148.43,0.0
-42.84,148.42,0.0
-16.57,145.75,0.0
-16.55,145.76,0.0
-16.53,145.74,0.0
-15.02,145.39,0.0
-15.0,145.38,0.0
-14.98,145.38,0.0
-13.65,144.08,0.0
-13.63,144.07,0.0
-13.62,144.06,0.0
-12.02,143.27,0.0
-12.0,143.28,0.0
-11.99,143.29,0.0
-10.75,142.33,0.0
-10.77,142.3,0.0
-10.78,142.28,0.0
-12.27,141.63,0.0
-12.29,141.62,0.0
-12.3,141.62,0.0
-15.49,141.04,0.0
-15.51,141.04,0.0
-15.52,141.04,0.0
-17.05,140.78,0.0
-17.07,140.77,0.0
-17.08,140.77,0.0
-18.65,119.49,0.0
-18.66,119.48,0.0
-18.66,119.46,0.0
-18.86,118.67,0.0
-18.87,118.65,0.0
-18.87,118.63,0.0
-18.99,118.2,0.0
-18.99,118.18,0.0
-19.0,118.17,0.0
-19.11,117.72,0.0
-19.11,117.7,0.0
-19.12,117.68,0.0
-19.43,115.93,0.0
-19.43,115.94,0.0
-19.43,115.96,0.0
-20.06,116.38,0.0
-20.07,116.35,0.0
-20.07,116.34,0.0
-20.32,115.66,0.0
-20.32,115.64,0.0
-20.33,115.63,0.0
-19.79,115.98,0.0
-19.8,115.97,0.0
-19.81,115.95,0.0
-20.38,115.13,0.0
-20.4,115.12,0.0
-20.4,115.1,0.0
-21.84,113.92,0.0
-21.83,113.93,0.0
-21.82,113.95,0.0
-21.2,115.47,0.0
-21.2,115.49,0.0
-21.19,115.51,0.0
-19.97,117.09,0.0
-19.95,117.1,0.0
-19.94,117.11,0.0
-18.73,118.74,0.0
-18.72,118.75,0.0
-18.71,118.76,0.0
-17.66,120.13,0.0
-17.65,120.14,0.0
-17.65,120.16,0.0
-15.21,123.32,0.0
-15.2,123.33,0.0
-15.19,123.34,0.0
-14.29,124.78,0.0
-14.28,124.79,0.0
-14.28,124.8,0.0
-13.75,127.6,0.0
-13.74,127.61,0.0
-13.74,127.63,0.0
-12.82,129.39,0.0
-12.82,129.4,0.0
-12.81,129.42,0.0
-12.41,130.16,0.0
-12.41,130.17,0.0
-12.4,130.18,0.0
-34.45,172.5,0.0
-34.66,173.91,0.0
-34.86,171.95,0.0
-37.32,168.5,0.0
-37.57,168.15,0.0
-38.99,165.5,0.0
-39.05,165.1,0.0
-40.34,157.6,0.0
-40.47,156.61,0.0
-42.22,150.25,0.0
-43.26,145.27,0.0
-42.92,145.0,0.0
-40.28,143.33,0.0
-39.68,143.05,4884.0
-36.11,136.37,27.9
-35.25,129.63,0.0
-35.17,128.73,26.2
-34.85,124.58,26.3
-34.89,120.54,0.0
-35.08,119.68,95.7
-35.41,116.34,29.4
-41.11,148.81,0.0
-38.33,149.77,0.0
-17.6,177.44,2149.5
-17.95,177.16,538.65
-18.25,176.85,144.65
-20.68,174.23,0.0
-23.23,171.24,0.0
-23.57,170.78,0.0
-36.41,154.4,0.0
-42.75,148.53,0.0
-21.18,115.52,0.0
-19.92,117.12,0.0
42.99,6.41,0.0
42.99,6.47,0.0
42.99,6.5,0.0
42.98,6.56,19.6
42.97,6.62,0.0
43.14,6.97,0.0
43.18,7.01,19.6
43.22,7.05,196.0
43.26,7.09,0.0
43.29,7.12,0.0
43.33,7.16,0.0
43.37,7.2,0.0
43.39,7.17,2044.7
43.41,7.08,78.4
43.42,7.02,0.0
43.38,6.92,0.0
43.38,6.98,0.0
43.38,7.04,58.8
43.37,7.09,39.2
43.37,7.15,1902.6
43.37,7.2,0.0
43.37,7.27,215.6
43.38,7.34,196.0
43.36,7.31,19.6
43.35,7.24,176.4
43.33,7.17,0.0
43.31,7.1,39.2
43.27,6.89,0.0
43.3,6.92,39.2
43.31,6.97,0.0
43.35,7.0,0.0
43.38,7.03,0.0
43.69,7.47,0.0
43.65,7.5,0.0
43.52,7.53,0.0
43.5,7.46,668.2
43.48,7.08,0.0
43.46,7.13,176.4
43.44,7.19,19.6
43.42,7.25,39.2
43.4,7.31,155.2
43.38,7.36,2000.6
43.36,7.42,0.0
43.33,7.43,468.8
43.31,7.38,194.4
43.27,7.35,468.8
43.22,7.37,117.6
43.17,7.39,58.8
43.13,7.41,19.6
43.08,7.43,0.0
43.04,7.45,331.6
43.0,7.45,39.2
42.97,7.39,176.4
42.9,7.23,0.0
42.91,7.15,58.8
42.91,7.08,155.2
42.92,7.0,0.0
42.93,6.92,0.0
42.94,6.85,0.0
42.95,6.77,0.0
42.95,6.7,137.2
42.96,6.62,0.0
42.96,6.28,0.0
42.92,6.3,0.0
42.87,6.31,78.4
42.83,6.33,58.8
42.79,6.35,19.6
42.75,6.34,0.0
42.71,6.37,137.2
42.72,6.3,0.0
42.72,6.24,98.0
42.71,6.18,235.2
42.71,6.12,352.8
42.71,6.07,58.8
42.71,6.07,0.0
42.73,6.01,19.6
42.76,5.94,0.0
42.81,5.74,0.0
42.79,5.67,39.2
42.78,5.61,39.2
42.77,5.54,0.0
42.84,5.47,0.0
42.84,5.41,135.6
42.85,5.34,19.6
42.85,5.28,39.2
42.84,5.25,156.8
42.81,5.29,0.0
42.72,6.61,0.0
42.68,6.65,58.8
42.64,6.69,215.6
42.6,6.74,1922.2
42.56,6.79,194.4
42.52,6.83,39.2
42.48,6.88,0.0
42.43,6.86,0.0
42.4,6.91,39.2
42.37,6.96,646.8
42.34,7.01,385.5
42.36,7.06,0.0
42.4,7.07,19.6
42.45,7.09,39.2
42.46,7.09,0.0
42.51,7.11,352.8
42.56,7.13,19.6
43.31,7.44,0.0
43.34,7.43,0.0
43.33,7.41,0.0
43.32,7.39,0.0
43.32,7.37,0.0
43.33,7.35,0.0
43.36,7.32,196.0
43.39,7.36,58.8
43.42,7.39,58.8
43.46,7.43,78.4
43.49,7.46,215.6
43.53,7.5,0.0
43.56,7.55,19.6
43.54,7.59,135.6
43.5,7.63,333.2
43.5,7.63,0.0
43.47,7.67,372.4
43.44,7.71,529.2
43.41,7.76,392.0
43.38,7.74,78.4
43.49,7.29,0.0
43.46,7.33,352.8
43.29,7.86,0.0
43.34,7.84,174.8
43.35,7.8,2177.0
43.35,7.79,0.0
43.37,7.73,176.4
43.38,7.67,156.8
43.4,7.61,156.8
43.22,7.13,0.0
43.16,7.12,39.2
43.11,7.0,0.0
43.09,6.94,0.0
43.08,6.89,19.6
43.12,6.89,0.0
42.96,6.39,0.0
42.92,6.43,39.2
42.88,6.46,19.6
42.85,6.5,19.6
42.82,6.54,0.0
42.78,6.58,196.0
42.74,6.62,117.6
42.72,6.63,0.0
42.68,6.67,19.6
42.65,6.71,19.6
42.61,6.76,132.3
42.57,6.8,176.4
42.52,6.85,63.7
42.48,6.89,0.0
42.43,6.94,0.0
42.38,6.98,39.2
42.22,7.12,0.0
42.25,7.14,0.0
42.28,7.19,0.0
42.3,7.23,0.0
42.34,7.29,19.6
42.37,7.34,39.2
42.4,7.39,0.0
42.42,7.42,0.0
42.47,7.45,19.6
42.52,7.47,58.8
42.56,7.48,0.0
42.6,7.49,78.4
42.64,7.45,19.6
42.64,7.43,0.0
42.68,7.39,117.6
42.71,7.34,0.0
42.74,7.29,214.0
42.78,7.24,19.6
42.81,7.19,117.6
42.85,7.15,0.0
42.91,7.02,0.0
42.94,6.97,78.4
42.97,6.98,19.6
43.48,7.15,0.0
43.45,7.2,0.0
43.43,7.25,0.0
43.4,7.35,0.0
43.38,7.37,0.0
43.34,7.4,135.6
43.33,7.41,0.0
43.29,7.45,0.0
43.26,7.48,0.0
43.26,7.48,0.0
43.24,7.43,254.8
43.23,7.33,0.0
43.22,7.26,194.4
43.18,7.25,0.0
43.16,7.24,0.0
43.13,7.25,0.0
43.13,7.25,0.0
43.13,7.23,0.0
43.1,7.07,0.0
43.09,7.02,0.0
43.0,6.97,0.0
42.98,6.93,0.0
42.83,6.67,58.8
42.96,6.38,0.0
42.92,6.42,0.0
42.88,6.47,176.4
42.84,6.51,254.8
42.8,6.55,117.6
42.78,6.58,0.0
42.74,6.62,58.8
42.7,6.67,19.6
42.66,6.71,39.2
42.61,6.75,39.2
42.57,6.79,137.2
42.53,6.84,19.6
42.45,7.24,0.0
42.49,7.28,0.0
42.78,7.16,0.0
42.83,7.15,137.2
42.88,7.15,78.4
42.9,7.11,0.0
42.95,7.11,294.0
43.0,7.12,738.52
43.05,7.13,102.9
43.1,7.13,39.2
43.13,7.17,155.2
43.16,7.23,39.2
43.18,7.31,0.0
43.21,7.36,117.6
43.25,7.41,39.2
43.28,7.46,271.3
43.31,7.5,39.2
43.32,7.51,0.0
43.35,7.46,174.8
43.38,7.4,19.6
43.42,7.35,19.6
43.46,7.3,0.0
43.5,7.25,254.8
43.53,7.21,98.0
43.28,7.21,0.0
43.26,7.27,0.0
43.23,7.31,0.0
43.21,7.32,0.0
43.17,7.35,0.0
43.14,7.37,0.0
43.1,7.4,19.6
43.05,7.43,19.6
43.04,7.45,0.0
42.99,7.48,0.0
42.94,7.51,0.0
42.51,8.52,0.0
42.55,8.54,135.6
42.6,8.56,0.0
42.63,8.59,0.0
42.66,8.62,19.6
42.69,8.66,0.0
42.73,8.66,0.0
42.78,8.66,0.0
43.11,8.4,0.0
43.13,8.36,0.0
43.17,8.29,0.0
43.15,8.33,0.0
43.15,8.32,0.0
43.11,8.28,292.4
43.08,8.25,0.0
43.08,8.24,0.0
43.05,8.2,0.0
43.01,8.16,19.6
42.98,8.11,0.0
42.99,8.05,0.0
42.99,8.04,0.0
43.02,7.97,0.0
43.07,7.85,0.0
43.09,7.81,0.0
43.1,7.76,19.6
43.11,7.69,271.3
43.11,7.64,0.0
43.13,7.65,0.0
43.13,7.59,19.6
43.12,7.53,19.6
43.12,7.47,0.0
42.86,6.78,0.0
42.88,6.82,0.0
42.9,6.86,0.0
42.92,6.9,0.0
42.94,6.94,39.2
42.96,6.99,0.0
42.98,7.03,19.6
42.99,7.04,0.0
43.02,7.06,313.6
43.07,7.08,19.6
43.1,7.1,39.2
43.13,7.09,0.0
43.17,7.12,39.2
43.19,7.15,0.0
43.23,7.18,0.0
42.87,6.83,0.0
42.86,6.77,19.6
42.84,6.7,19.6
42.83,6.65,351.2
42.83,6.61,0.0
42.82,6.55,156.8
42.8,6.49,39.2
42.81,6.47,0.0
42.79,6.41,0.0
42.77,6.35,19.6
42.72,6.35,0.0
42.72,6.29,19.6
42.72,6.23,0.0
42.71,6.24,0.0
42.71,6.24,0.0
42.67,6.21,19.6
42.62,6.19,19.6
42.58,6.17,19.6
42.53,6.15,0.0
42.49,6.13,0.0
42.51,6.06,0.0
42.52,6.01,0.0
42.53,5.96,0.0
42.55,5.9,19.6
42.58,5.89,0.0
42.62,5.92,176.4
42.67,5.94,196.0
42.7,5.96,39.2
42.79,5.97,0.0
42.77,6.02,0.0
42.74,6.07,19.6
42.72,6.11,19.6
42.72,6.16,19.6
42.73,6.22,58.8
42.75,6.27,0.0
42.8,6.28,0.0
42.79,6.33,19.6
42.78,6.34,0.0
42.79,6.36,0.0
42.8,6.4,39.2
42.8,6.45,0.0
42.96,6.38,0.0
42.92,6.42,194.4
42.88,6.46,271.3
42.85,6.5,406.9
42.81,6.54,0.0
42.77,6.59,0.0
42.73,6.63,0.0
42.69,6.68,0.0
42.64,6.78,0.0
42.6,6.81,194.4
42.37,7.05,0.0
42.33,7.08,0.0
42.76,5.99,0.0
42.77,5.92,0.0
42.78,5.85,19.6
43.07,5.65,0.0
43.06,5.58,0.0
43.05,5.52,19.6
43.04,5.45,0.0
42.85,5.03,0.0
42.81,4.99,155.2
42.79,4.97,39.2
42.79,4.97,0.0
42.77,4.96,19.6
42.72,4.96,0.0
42.67,4.96,19.6
42.63,4.98,19.6
42.59,5.02,0.0
42.55,5.05,0.0
42.51,5.09,156.8
42.9,5.72,0.0
42.89,5.78,19.6
42.88,5.8,0.0
42.92,5.83,0.0
42.95,5.86,58.8
42.95,5.86,0.0
42.93,5.9,330.1
42.92,5.94,19.6
42.9,5.99,39.2
-33.91,18.32,1044.7
-34.5,16.88,32.2
-34.5,13.77,49.1
-34.5,12.63,12.1
-34.5,8.13,100.6
-34.5,3.39,345.6
-34.5,2.74,24.0
-34.65,-0.7,236.39999999999998
-34.8,-1.42,312.4
-34.95,-2.13,306.2
-35.06,-2.66,140.7
-35.94,-6.92,14.1
-36.1,-7.7,14.2
-36.26,-8.49,502.1
-37.42,-12.46,133.3
-38.2,-11.76,0.0
-37.04,-12.24,7.5
-36.71,-8.46,0.0
-36.64,-7.75,0.0
-36.58,-7.04,146.1
-36.52,-6.37,38.4
-36.45,-5.54,0.0
-36.14,-2.02,41.7
-36.09,-1.39,191.6
-36.03,-0.75,209.79999999999998
-35.96,-0.06,184.1
-35.88,0.62,30.700000000000003
-35.28,5.91,58.1
-35.19,6.74,97.2
-35.11,7.42,308.0
-35.04,8.11,477.0
-34.96,8.8,302.1
-34.43,13.47,182.6
-34.38,14.06,17.5
-34.38,14.49,28.2
-34.39,14.96,1404.0
-34.39,15.44,249.39999999999998
-33.9,18.29,224.39999999999998
-34.0,15.09,12.9
-34.67,14.16,0.0
-35.14,13.8,0.0
-37.66,11.9,0.0
-38.52,11.23,59.9
-39.13,10.75,0.0
-42.42,8.09,0.0
-42.91,7.92,0.0
-44.77,6.92,0.0
-45.27,6.43,0.0
-45.79,5.91,0.0
-46.09,5.61,0.0
-47.84,3.89,0.0
-48.28,3.43,0.0
-48.63,3.03,0.0
-50.15,1.4,0.0
-50.68,0.83,0.0
-51.11,0.34,0.0
-51.37,0.02,0.0
-54.06,0.0,0.0
-54.88,0.0,0.0
-57.73,0.0,0.0
-58.76,0.0,0.0
-59.48,0.01,114.0
-62.02,0.0,0.0
-63.1,0.0,0.0
5.63,83.14,0.02
5.71,83.71,2.01
5.9,85.0,11.46
5.97,85.7,1.3
6.16,86.94,0.26
6.24,87.62,1.44
6.42,88.75,0.12
6.47,89.37,8.639999999999999
6.63,90.56,0.31999999999999995
6.52,91.14,11.79
6.48,92.26,50.72
6.49,92.9,49.21
6.55,93.68,0.5800000000000001
6.7,94.13,0.29000000000000004
6.85,94.86,8.9
6.93,95.34,4.2700000000000005
7.01,96.3,2.72
7.28,96.9,3.3
2.3,101.85,16063.4
2.42,101.69,32136.0
2.65,101.38,17373.6
2.86,100.98,20772.6
3.16,100.64,4304.6
3.47,100.26,913.1999999999999
5.51,97.48,5705.0
5.64,97.03,5306.099999999999
5.77,96.59,2856.2999999999997
5.9,96.15,977.6
6.03,95.71,717.3
6.17,95.28,322.90000000000003
6.98,92.55,676.5
7.13,92.03,2329.6
7.27,91.55,642.9
7.41,91.07,1659.8999999999999
8.74,89.26,15.7
9.11,89.15,1763.3
9.5,89.04,91.39999999999999
9.93,88.92,226.0
10.36,88.8,48.699999999999996
10.8,88.68,54.199999999999996
11.84,88.6,48.300000000000004
12.29,88.72,112.3
12.75,88.75,360.1
14.82,89.1,234.6
15.28,89.17,65.0
17.47,89.51,1340.2
18.02,89.55,565.4000000000001
17.94,89.34,1995.0
18.03,89.68,315.6
17.53,89.64,2251.9
16.04,87.96,21.8
16.48,87.82,18.2
16.04,87.87,58.6
15.88,88.27,1347.8
15.5,88.55,8.2
15.13,88.83,13.3
12.69,88.78,444.9
12.14,88.7,581.0
9.39,89.07,11.3
8.84,89.29,24.1
8.29,89.39,12.5
7.86,89.54,2.5
7.45,89.69,110.5
7.03,89.84,1306.5
6.72,90.01,102.39999999999999
6.81,91.38,53.800000000000004
6.71,91.83,111.6
6.63,92.23,259.1
6.55,92.62,2037.0
6.46,93.02,366.20000000000005
6.38,93.42,680.5
5.75,96.15,1635.6000000000001
5.64,96.56,681.9
5.53,96.96,1814.6
5.42,97.35,2123.9
5.23,97.71,1311.6
5.0,98.06,3954.3
3.29,100.29,426.3
3.02,100.63,118.69999999999999
2.8,100.98,2322.5
2.6,101.35,2250.9
2.36,101.69,1534.8
