LATITUDE,LONGITUDE,PLASTIC,BIODIVERSITY
-20.4,115.1,0.0,0.520592953
-21.84,113.92,0.0,0.520592953
-21.83,113.93,0.0,0.520592953
-21.82,113.95,0.0,0.520592953
-21.2,115.47,0.0,0.520592953
-21.2,115.49,0.0,0.520592953
-21.19,115.51,0.0,0.520592953
-19.97,117.09,0.0,0.543560166
-19.95,117.1,0.0,0.543560166
-19.94,117.11,0.0,0.543560166
-18.73,118.74,0.0,0.543560166
-18.72,118.75,0.0,0.543560166
-18.71,118.76,0.0,0.543560166
-17.66,120.13,0.0,0.543560166
-17.65,120.14,0.0,0.543560166
-17.65,120.16,0.0,0.543560166
-15.21,123.32,0.0,0.6238875939999999
-15.2,123.33,0.0,0.6238875939999999
-15.19,123.34,0.0,0.6238875939999999
-14.29,124.78,0.0,0.59347109
-14.28,124.79,0.0,0.59347109
-14.28,124.8,0.0,0.59347109
-13.75,127.6,0.0,0.59347109
-13.74,127.61,0.0,0.59347109
-13.74,127.63,0.0,0.59347109
-12.82,129.39,0.0,0.59347109
-12.82,129.4,0.0,0.59347109
-12.81,129.42,0.0,0.59347109
-12.41,130.16,0.0,0.59347109
-12.41,130.17,0.0,0.59347109
-12.4,130.18,0.0,0.59347109
-34.45,172.5,0.0,0.37263672
-34.66,173.91,0.0,0.37263672
-34.86,171.95,0.0,0.364225103
-37.32,168.5,0.0,0.364225103
-37.57,168.15,0.0,0.364225103
-38.99,165.5,0.0,0.364225103
-39.05,165.1,0.0,0.364225103
-40.34,157.6,0.0,0.314412189
-40.47,156.61,0.0,0.314412189
-42.22,150.25,0.0,0.5083978379999999
-43.26,145.27,0.0,0.357791099
-42.92,145.0,0.0,0.357791099
-40.28,143.33,0.0,0.357791099
-39.68,143.05,4884.0,0.357791099
-36.11,136.37,27.9,0.359161315
-35.25,129.63,0.0,0.320327646
-35.17,128.73,26.2,0.320327646
-34.85,124.58,26.3,0.320327646
-34.89,120.54,0.0,0.361527011
-35.08,119.68,95.7,0.361527011
-35.41,116.34,29.4,0.361527011
-41.11,148.81,0.0,0.5083978379999999
-38.33,149.77,0.0,0.5083978379999999
-17.6,177.44,2149.5,0.426970166
-17.95,177.16,538.65,0.426970166
-18.25,176.85,144.65,0.426970166
-20.68,174.23,0.0,0.426970166
-23.23,171.24,0.0,0.505599182
-23.57,170.78,0.0,0.505599182
-36.41,154.4,0.0,0.5083978379999999
-42.75,148.53,0.0,0.5083978379999999
-21.18,115.52,0.0,0.520592953
-19.92,117.12,0.0,0.543560166
42.99,6.41,0.0,0.311905492
42.99,6.47,0.0,0.311905492
42.99,6.5,0.0,0.311905492
42.98,6.56,19.6,0.311905492
42.97,6.62,0.0,0.311905492
43.14,6.97,0.0,0.311905492
43.18,7.01,19.6,0.311905492
43.22,7.05,196.0,0.311905492
43.26,7.09,0.0,0.311905492
43.29,7.12,0.0,0.311905492
43.33,7.16,0.0,0.311905492
43.37,7.2,0.0,0.311905492
43.39,7.17,2044.7,0.311905492
43.41,7.08,78.4,0.311905492
43.42,7.02,0.0,0.311905492
43.38,6.92,0.0,0.311905492
43.38,6.98,0.0,0.311905492
43.38,7.04,58.8,0.311905492
43.37,7.09,39.2,0.311905492
43.37,7.15,1902.6,0.311905492
43.37,7.2,0.0,0.311905492
43.37,7.27,215.6,0.311905492
43.38,7.34,196.0,0.311905492
43.36,7.31,19.6,0.311905492
43.35,7.24,176.4,0.311905492
43.33,7.17,0.0,0.311905492
43.31,7.1,39.2,0.311905492
43.27,6.89,0.0,0.311905492
43.3,6.92,39.2,0.311905492
43.31,6.97,0.0,0.311905492
43.35,7.0,0.0,0.311905492
43.38,7.03,0.0,0.311905492
43.69,7.47,0.0,0.311905492
43.65,7.5,0.0,0.311905492
43.52,7.53,0.0,0.311905492
43.5,7.46,668.2,0.311905492
43.48,7.08,0.0,0.311905492
43.46,7.13,176.4,0.311905492
43.44,7.19,19.6,0.311905492
43.42,7.25,39.2,0.311905492
43.4,7.31,155.2,0.311905492
43.38,7.36,2000.6,0.311905492
43.36,7.42,0.0,0.311905492
43.33,7.43,468.8,0.311905492
43.31,7.38,194.4,0.311905492
43.27,7.35,468.8,0.311905492
43.22,7.37,117.6,0.311905492
43.17,7.39,58.8,0.311905492
43.13,7.41,19.6,0.311905492
43.08,7.43,0.0,0.311905492
43.04,7.45,331.6,0.311905492
43.0,7.45,39.2,0.311905492
42.97,7.39,176.4,0.311905492
42.9,7.23,0.0,0.311905492
42.91,7.15,58.8,0.311905492
42.91,7.08,155.2,0.311905492
42.92,7.0,0.0,0.311905492
42.93,6.92,0.0,0.311905492
42.94,6.85,0.0,0.311905492
42.95,6.77,0.0,0.311905492
42.95,6.7,137.2,0.311905492
42.96,6.62,0.0,0.311905492
42.96,6.28,0.0,0.311905492
42.92,6.3,0.0,0.311905492
42.87,6.31,78.4,0.311905492
42.83,6.33,58.8,0.311905492
42.79,6.35,19.6,0.311905492
42.75,6.34,0.0,0.311905492
42.71,6.37,137.2,0.311905492
42.72,6.3,0.0,0.311905492
42.72,6.24,98.0,0.311905492
42.71,6.18,235.2,0.311905492
42.71,6.12,352.8,0.311905492
42.71,6.07,58.8,0.311905492
42.71,6.07,0.0,0.311905492
42.73,6.01,19.6,0.311905492
42.76,5.94,0.0,0.311905492
42.81,5.74,0.0,0.311905492
42.79,5.67,39.2,0.311905492
42.78,5.61,39.2,0.311905492
42.77,5.54,0.0,0.311905492
42.84,5.47,0.0,0.311905492
42.84,5.41,135.6,0.311905492
42.85,5.34,19.6,0.311905492
42.85,5.28,39.2,0.311905492
42.84,5.25,156.8,0.311905492
42.81,5.29,0.0,0.311905492
42.72,6.61,0.0,0.311905492
42.68,6.65,58.8,0.311905492
42.64,6.69,215.6,0.311905492
42.6,6.74,1922.2,0.311905492
42.56,6.79,194.4,0.311905492
42.52,6.83,39.2,0.311905492
42.48,6.88,0.0,0.311905492
42.43,6.86,0.0,0.311905492
42.4,6.91,39.2,0.311905492
42.37,6.96,646.8,0.311905492
42.34,7.01,385.5,0.311905492
42.36,7.06,0.0,0.311905492
42.4,7.07,19.6,0.311905492
42.45,7.09,39.2,0.311905492
42.46,7.09,0.0,0.311905492
42.51,7.11,352.8,0.311905492
42.56,7.13,19.6,0.311905492
43.31,7.44,0.0,0.311905492
43.34,7.43,0.0,0.311905492
43.33,7.41,0.0,0.311905492
43.32,7.39,0.0,0.311905492
43.32,7.37,0.0,0.311905492
43.33,7.35,0.0,0.311905492
43.36,7.32,196.0,0.311905492
43.39,7.36,58.8,0.311905492
43.42,7.39,58.8,0.311905492
43.46,7.43,78.4,0.311905492
43.49,7.46,215.6,0.311905492
43.53,7.5,0.0,0.311905492
43.56,7.55,19.6,0.311905492
43.54,7.59,135.6,0.311905492
43.5,7.63,333.2,0.311905492
43.5,7.63,0.0,0.311905492
43.47,7.67,372.4,0.311905492
43.44,7.71,529.2,0.311905492
43.41,7.76,392.0,0.311905492
43.38,7.74,78.4,0.311905492
43.49,7.29,0.0,0.311905492
43.46,7.33,352.8,0.311905492
43.29,7.86,0.0,0.311905492
43.34,7.84,174.8,0.311905492
43.35,7.8,2177.0,0.311905492
43.35,7.79,0.0,0.311905492
43.37,7.73,176.4,0.311905492
43.38,7.67,156.8,0.311905492
43.4,7.61,156.8,0.311905492
43.22,7.13,0.0,0.311905492
43.16,7.12,39.2,0.311905492
43.11,7.0,0.0,0.311905492
43.09,6.94,0.0,0.311905492
43.08,6.89,19.6,0.311905492
43.12,6.89,0.0,0.311905492
42.96,6.39,0.0,0.311905492
42.92,6.43,39.2,0.311905492
42.88,6.46,19.6,0.311905492
42.85,6.5,19.6,0.311905492
42.82,6.54,0.0,0.311905492
42.78,6.58,196.0,0.311905492
42.74,6.62,117.6,0.311905492
42.72,6.63,0.0,0.311905492
42.68,6.67,19.6,0.311905492
42.65,6.71,19.6,0.311905492
42.61,6.76,132.3,0.311905492
42.57,6.8,176.4,0.311905492
42.52,6.85,63.7,0.311905492
42.48,6.89,0.0,0.311905492
42.43,6.94,0.0,0.311905492
42.38,6.98,39.2,0.311905492
42.22,7.12,0.0,0.311905492
42.25,7.14,0.0,0.311905492
42.28,7.19,0.0,0.311905492
42.3,7.23,0.0,0.311905492
42.34,7.29,19.6,0.311905492
42.37,7.34,39.2,0.311905492
42.4,7.39,0.0,0.311905492
42.42,7.42,0.0,0.311905492
42.47,7.45,19.6,0.311905492
42.52,7.47,58.8,0.311905492
42.56,7.48,0.0,0.311905492
42.6,7.49,78.4,0.311905492
42.64,7.45,19.6,0.311905492
42.64,7.43,0.0,0.311905492
42.68,7.39,117.6,0.311905492
42.71,7.34,0.0,0.311905492
42.74,7.29,214.0,0.311905492
42.78,7.24,19.6,0.311905492
42.81,7.19,117.6,0.311905492
42.85,7.15,0.0,0.311905492
42.91,7.02,0.0,0.311905492
42.94,6.97,78.4,0.311905492
42.97,6.98,19.6,0.311905492
43.48,7.15,0.0,0.311905492
43.45,7.2,0.0,0.311905492
43.43,7.25,0.0,0.311905492
43.4,7.35,0.0,0.311905492
43.38,7.37,0.0,0.311905492
43.34,7.4,135.6,0.311905492
43.33,7.41,0.0,0.311905492
43.29,7.45,0.0,0.311905492
43.26,7.48,0.0,0.311905492
43.26,7.48,0.0,0.311905492
43.24,7.43,254.8,0.311905492
43.23,7.33,0.0,0.311905492
43.22,7.26,194.4,0.311905492
43.18,7.25,0.0,0.311905492
43.16,7.24,0.0,0.311905492
43.13,7.25,0.0,0.311905492
43.13,7.25,0.0,0.311905492
43.13,7.23,0.0,0.311905492
43.1,7.07,0.0,0.311905492
43.09,7.02,0.0,0.311905492
43.0,6.97,0.0,0.311905492
42.98,6.93,0.0,0.311905492
42.83,6.67,58.8,0.311905492
42.96,6.38,0.0,0.311905492
42.92,6.42,0.0,0.311905492
42.88,6.47,176.4,0.311905492
42.84,6.51,254.8,0.311905492
42.8,6.55,117.6,0.311905492
42.78,6.58,0.0,0.311905492
42.74,6.62,58.8,0.311905492
42.7,6.67,19.6,0.311905492
42.66,6.71,39.2,0.311905492
42.61,6.75,39.2,0.311905492
42.57,6.79,137.2,0.311905492
42.53,6.84,19.6,0.311905492
42.45,7.24,0.0,0.311905492
42.49,7.28,0.0,0.311905492
42.78,7.16,0.0,0.311905492
42.83,7.15,137.2,0.311905492
42.88,7.15,78.4,0.311905492
42.9,7.11,0.0,0.311905492
42.95,7.11,294.0,0.311905492
43.0,7.12,738.52,0.311905492
43.05,7.13,102.9,0.311905492
43.1,7.13,39.2,0.311905492
43.13,7.17,155.2,0.311905492
43.16,7.23,39.2,0.311905492
43.18,7.31,0.0,0.311905492
43.21,7.36,117.6,0.311905492
43.25,7.41,39.2,0.311905492
43.28,7.46,271.3,0.311905492
43.31,7.5,39.2,0.311905492
43.32,7.51,0.0,0.311905492
43.35,7.46,174.8,0.311905492
43.38,7.4,19.6,0.311905492
43.42,7.35,19.6,0.311905492
43.46,7.3,0.0,0.311905492
43.5,7.25,254.8,0.311905492
43.53,7.21,98.0,0.311905492
43.28,7.21,0.0,0.311905492
43.26,7.27,0.0,0.311905492
43.23,7.31,0.0,0.311905492
43.21,7.32,0.0,0.311905492
43.17,7.35,0.0,0.311905492
43.14,7.37,0.0,0.311905492
43.1,7.4,19.6,0.311905492
43.05,7.43,19.6,0.311905492
43.04,7.45,0.0,0.311905492
42.99,7.48,0.0,0.311905492
42.94,7.51,0.0,0.311905492
42.51,8.52,0.0,0.311905492
42.55,8.54,135.6,0.311905492
42.6,8.56,0.0,0.311905492
42.63,8.59,0.0,0.311905492
42.66,8.62,19.6,0.311905492
42.69,8.66,0.0,0.311905492
42.73,8.66,0.0,0.311905492
42.78,8.66,0.0,0.311905492
43.11,8.4,0.0,0.311905492
43.13,8.36,0.0,0.311905492
43.17,8.29,0.0,0.311905492
43.15,8.33,0.0,0.311905492
43.15,8.32,0.0,0.311905492
43.11,8.28,292.4,0.311905492
43.08,8.25,0.0,0.311905492
43.08,8.24,0.0,0.311905492
43.05,8.2,0.0,0.311905492
43.01,8.16,19.6,0.311905492
42.98,8.11,0.0,0.311905492
42.99,8.05,0.0,0.311905492
42.99,8.04,0.0,0.311905492
43.02,7.97,0.0,0.311905492
43.07,7.85,0.0,0.311905492
43.09,7.81,0.0,0.311905492
43.1,7.76,19.6,0.311905492
43.11,7.69,271.3,0.311905492
43.11,7.64,0.0,0.311905492
43.13,7.65,0.0,0.311905492
43.13,7.59,19.6,0.311905492
43.12,7.53,19.6,0.311905492
43.12,7.47,0.0,0.311905492
42.86,6.78,0.0,0.311905492
42.88,6.82,0.0,0.311905492
42.9,6.86,0.0,0.311905492
42.92,6.9,0.0,0.311905492
42.94,6.94,39.2,0.311905492
42.96,6.99,0.0,0.311905492
42.98,7.03,19.6,0.311905492
42.99,7.04,0.0,0.311905492
43.02,7.06,313.6,0.311905492
43.07,7.08,19.6,0.311905492
43.1,7.1,39.2,0.311905492
43.13,7.09,0.0,0.311905492
43.17,7.12,39.2,0.311905492
43.19,7.15,0.0,0.311905492
43.23,7.18,0.0,0.311905492
42.87,6.83,0.0,0.311905492
42.86,6.77,19.6,0.311905492
42.84,6.7,19.6,0.311905492
42.83,6.65,351.2,0.311905492
42.83,6.61,0.0,0.311905492
42.82,6.55,156.8,0.311905492
42.8,6.49,39.2,0.311905492
42.81,6.47,0.0,0.311905492
42.79,6.41,0.0,0.311905492
42.77,6.35,19.6,0.311905492
42.72,6.35,0.0,0.311905492
42.72,6.29,19.6,0.311905492
42.72,6.23,0.0,0.311905492
42.71,6.24,0.0,0.311905492
42.71,6.24,0.0,0.311905492
42.67,6.21,19.6,0.311905492
42.62,6.19,19.6,0.311905492
42.58,6.17,19.6,0.311905492
42.53,6.15,0.0,0.311905492
42.49,6.13,0.0,0.311905492
42.51,6.06,0.0,0.311905492
42.52,6.01,0.0,0.311905492
42.53,5.96,0.0,0.311905492
42.55,5.9,19.6,0.311905492
42.58,5.89,0.0,0.311905492
42.62,5.92,176.4,0.311905492
42.67,5.94,196.0,0.311905492
42.7,5.96,39.2,0.311905492
42.79,5.97,0.0,0.311905492
42.77,6.02,0.0,0.311905492
42.74,6.07,19.6,0.311905492
42.72,6.11,19.6,0.311905492
42.72,6.16,19.6,0.311905492
42.73,6.22,58.8,0.311905492
42.75,6.27,0.0,0.311905492
42.8,6.28,0.0,0.311905492
42.79,6.33,19.6,0.311905492
42.78,6.34,0.0,0.311905492
42.79,6.36,0.0,0.311905492
42.8,6.4,39.2,0.311905492
42.8,6.45,0.0,0.311905492
42.96,6.38,0.0,0.311905492
42.92,6.42,194.4,0.311905492
42.88,6.46,271.3,0.311905492
42.85,6.5,406.9,0.311905492
42.81,6.54,0.0,0.311905492
42.77,6.59,0.0,0.311905492
42.73,6.63,0.0,0.311905492
42.69,6.68,0.0,0.311905492
42.64,6.78,0.0,0.311905492
42.6,6.81,194.4,0.311905492
42.37,7.05,0.0,0.311905492
42.33,7.08,0.0,0.311905492
42.76,5.99,0.0,0.311905492
42.77,5.92,0.0,0.311905492
42.78,5.85,19.6,0.311905492
43.07,5.65,0.0,0.311905492
43.06,5.58,0.0,0.311905492
43.05,5.52,19.6,0.311905492
43.04,5.45,0.0,0.311905492
42.85,5.03,0.0,0.311905492
42.81,4.99,155.2,0.311905492
42.79,4.97,39.2,0.311905492
42.79,4.97,0.0,0.311905492
42.77,4.96,19.6,0.311905492
42.72,4.96,0.0,0.311905492
42.67,4.96,19.6,0.311905492
42.63,4.98,19.6,0.311905492
42.59,5.02,0.0,0.311905492
42.55,5.05,0.0,0.311905492
42.51,5.09,156.8,0.311905492
42.9,5.72,0.0,0.311905492
42.89,5.78,19.6,0.311905492
42.88,5.8,0.0,0.311905492
42.92,5.83,0.0,0.311905492
42.95,5.86,58.8,0.311905492
42.95,5.86,0.0,0.311905492
42.93,5.9,330.1,0.311905492
42.92,5.94,19.6,0.311905492
42.9,5.99,39.2,0.311905492
-33.91,18.32,1044.7,0.474553783
-34.5,16.88,32.2,0.474553783
-34.5,13.77,49.1,0.474553783
-34.5,12.63,12.1,0.474553783
-34.5,8.13,100.6,0.347388509
-34.5,3.39,345.6,0.296392069
-34.5,2.74,24.0,0.296392069
-34.65,-0.7,236.4,0.296392069
-34.8,-1.42,312.4,0.296392069
-34.95,-2.13,306.2,0.296392069
-35.06,-2.66,140.7,0.296392069
-35.94,-6.92,14.1,0.264581685
-36.1,-7.7,14.2,0.264581685
-36.26,-8.49,502.1,0.264581685
-37.42,-12.46,133.3,0.25728849800000003
-38.2,-11.76,0.0,0.264581685
-37.04,-12.24,7.5,0.25728849800000003
-36.71,-8.46,0.0,0.264581685
-36.64,-7.75,0.0,0.264581685
-36.58,-7.04,146.1,0.264581685
-36.52,-6.37,38.4,0.264581685
-36.45,-5.54,0.0,0.264581685
-36.14,-2.02,41.7,0.296392069
-36.09,-1.39,191.6,0.296392069
-36.03,-0.75,209.8,0.296392069
-35.96,-0.06,184.1,0.296392069
-35.88,0.62,30.700000000000006,0.296392069
-35.28,5.91,58.1,0.347388509
-35.19,6.74,97.2,0.347388509
-35.11,7.42,308.0,0.347388509
-35.04,8.11,477.0,0.347388509
-34.96,8.8,302.1,0.347388509
-34.43,13.47,182.6,0.474553783
-34.38,14.06,17.5,0.474553783
-34.38,14.49,28.2,0.474553783
-34.39,14.96,1404.0,0.474553783
-34.39,15.44,249.4,0.474553783
-33.9,18.29,224.4,0.474553783
-34.0,15.09,12.9,0.474553783
-34.67,14.16,0.0,0.474553783
-35.14,13.8,0.0,0.474553783
-37.66,11.9,0.0,0.347388509
-38.52,11.23,59.9,0.347388509
-39.13,10.75,0.0,0.347388509
-42.42,8.09,0.0,0.347388509
-42.91,7.92,0.0,0.347388509
-44.77,6.92,0.0,0.215891801
-45.27,6.43,0.0,0.215891801
-45.79,5.91,0.0,0.215891801
-46.09,5.61,0.0,0.215891801
-47.84,3.89,0.0,0.213966157
-48.28,3.43,0.0,0.213966157
-48.63,3.03,0.0,0.213966157
-50.15,1.4,0.0,0.213966157
-50.68,0.83,0.0,0.213966157
-51.11,0.34,0.0,0.213966157
-51.37,0.02,0.0,0.213966157
-54.06,0.0,0.0,0.213966157
-54.88,0.0,0.0,0.213966157
-57.73,0.0,0.0,0.136606911
-58.76,0.0,0.0,0.136606911
-59.48,0.01,114.0,0.136606911
-62.02,0.0,0.0,0.136606911
-63.1,0.0,0.0,0.136606911
5.63,83.14,0.02,0.538786172
5.71,83.71,2.01,0.538786172
5.9,85.0,11.46,0.362944499
5.97,85.7,1.3,0.362944499
6.16,86.94,0.26,0.362944499
6.24,87.62,1.44,0.362944499
6.42,88.75,0.12,0.362944499
6.47,89.37,8.639999999999999,0.362944499
6.63,90.56,0.31999999999999995,0.362944499
6.52,91.14,11.79,0.362944499
6.48,92.26,50.72,0.566620883
6.49,92.9,49.21,0.566620883
6.55,93.68,0.5800000000000001,0.566620883
6.7,94.13,0.29000000000000004,0.566620883
6.85,94.86,8.9,0.566620883
6.93,95.34,4.2700000000000005,0.566620883
7.01,96.3,2.72,0.566620883
7.28,96.9,3.3,0.566620883
2.3,101.85,16063.4,0.540856416
2.42,101.69,32136.0,0.540856416
2.65,101.38,17373.6,0.540856416
2.86,100.98,20772.6,0.540856416
3.16,100.64,4304.6,0.540856416
3.47,100.26,913.2,0.540856416
5.51,97.48,5705.0,0.566620883
5.64,97.03,5306.0999999999985,0.566620883
5.77,96.59,2856.3,0.566620883
5.9,96.15,977.6,0.566620883
6.03,95.71,717.3,0.566620883
6.17,95.28,322.9000000000001,0.566620883
6.98,92.55,676.5,0.566620883
7.13,92.03,2329.6,0.566620883
7.27,91.55,642.9,0.362944499
7.41,91.07,1659.9,0.362944499
8.74,89.26,15.7,0.362944499
9.11,89.15,1763.3,0.436721604
9.5,89.04,91.4,0.436721604
9.93,88.92,226.0,0.436721604
10.36,88.8,48.7,0.436721604
10.8,88.68,54.2,0.436721604
11.84,88.6,48.3,0.436721604
12.29,88.72,112.3,0.436721604
12.75,88.75,360.1,0.436721604
14.82,89.1,234.6,0.436721604
15.28,89.17,65.0,0.436721604
17.47,89.51,1340.2,0.430425402
18.02,89.55,565.4000000000002,0.430425402
17.94,89.34,1995.0,0.430425402
18.03,89.68,315.6,0.430425402
17.53,89.64,2251.9,0.430425402
16.04,87.96,21.8,0.436721604
16.48,87.82,18.2,0.436721604
16.04,87.87,58.6,0.436721604
15.88,88.27,1347.8,0.436721604
15.5,88.55,8.2,0.436721604
15.13,88.83,13.3,0.436721604
12.69,88.78,444.9,0.436721604
12.14,88.7,581.0,0.436721604
9.39,89.07,11.3,0.436721604
8.84,89.29,24.1,0.436721604
8.29,89.39,12.5,0.362944499
7.86,89.54,2.5,0.362944499
7.45,89.69,110.5,0.362944499
7.03,89.84,1306.5,0.362944499
6.72,90.01,102.4,0.362944499
6.81,91.38,53.8,0.362944499
6.71,91.83,111.6,0.362944499
6.63,92.23,259.1,0.566620883
6.55,92.62,2037.0,0.566620883
6.46,93.02,366.2000000000001,0.566620883
6.38,93.42,680.5,0.566620883
5.75,96.15,1635.6,0.566620883
5.64,96.56,681.9,0.566620883
5.53,96.96,1814.6,0.566620883
5.42,97.35,2123.9,0.566620883
5.23,97.71,1311.6,0.566620883
5.0,98.06,3954.3,0.566620883
3.29,100.29,426.3,0.540856416
3.02,100.63,118.7,0.540856416
2.8,100.98,2322.5,0.540856416
2.6,101.35,2250.9,0.540856416
2.36,101.69,1534.8,0.540856416
